CustomerID;Name;Gender;Age;City;Signup_Date;Last_purchase_date; purchase_amount ;feedback_score;email;Phone_number;Phone_numbre_10_digits;Country
C8723;Ankit;Male;22;Mumbai;;;;10;;;;UK
C8724;Ankit;Female;;;;;;10;;;;USA
C8725;Priya;Male;;Kolkata;;;;1;;951813879;0951813879;India
C8726;Kiran;Female;51;Pune;;17/11/2025;;10;;9583565;0009583565;India
C8727;Sneha;Male;;Bangalore;;;;;user8726mail.com;967443843;0967443843;Australia
;;Female;27;Mumbai;;;;1;;;;India
;Pooja;;;Hyderabad;;;3592.18;10;user8728mail.com;;;USA
C8730;;Male;;Pune;13/3/2023;18/7/2024;;10;user8729@mail.com;;;
;Neha;;;Hyderabad;28/5/2021;;;;user8730mail.com;;;Australia
;;;;Chennai;;;2738.49;1;;;;USA
C8733;Neha;Male;54;Delhi;;;118.93;1;user8732mail.com;;;USA
;Amit;Male;;Bangalore;24/8/2022;7/10/2020;;10;user8733mail.com;;;India
C8735;Rahul;Female;19;Ahmedabad;;28/10/2020;;10;;;;Canada
;Sneha;Male;;Delhi;28/2/2024;17/12/2022;3895.45;1;;981195567;0981195567;India
;Ravi;Female;;Chennai;;6/11/2023;;;user8736mail.com;;;India
C8738;Sneha;Male;;Delhi;;;3923.23;10;user8737mail.com;;;
C8739;;Female;38;Hyderabad;;2/12/2020;;1;;;;India
;Simran;Female;;Hyderabad;10/8/2025;8/4/2022;;;;;;USA
C8741;Priya;Female;;Chennai;27/3/2021;;;1;user8740mail.com;;;UK
C8742;Priya;Female;;Chennai;;;1063.97;10;;;;
C8743;Amit;Female;59;;14/12/2023;;;10;;;;USA
C8744;Kiran;Male;29;Delhi;8/12/2021;;;10;;;;Australia
C8745;Priya;Male;;Bangalore;;21/9/2020;2556.55;10;user8744@mail.com;;;USA
;Ankit;Female;;Pune;26/4/2025;26/6/2021;;1;user8745@mail.com;;;Australia
;Simran;;20;Delhi;21/11/2024;;;1;;;;Canada
;Pooja;Male;;Ahmedabad;;16/12/2020;;1;user8747mail.com;;;USA
;Ankit;Female;;;1/11/2021;27/1/2025;;;;;;Australia
C8750;Sneha;Male;;Mumbai;;;;2;user8749mail.com;;;Canada
C8751;Ankit;Female;;Ahmedabad;;;;1;;;;
C8752;;Female;;Kolkata;1/11/2020;23/3/2024;573.27;;user8751mail.com;;;Australia
;Amit;Female;;;29/5/2023;20/6/2022;;1;user8752mail.com;9932219149;9932219149;UK
;Amit;Female;;Hyderabad;;;;;user8753@mail.com;;;USA
C8755;Amit;Male;48;Chennai;;8/9/2023;;;user8754@mail.com;;;UK
;Ankit;Male;;Kolkata;;;;1;user8755@mail.com;;;UK
;Kiran;Female;;Kolkata;;;;;;;;Canada
C8758;Sneha;Female;;;;;;;;;;USA
;Priya;Female;57;Delhi;11/2/2023;;;1;;9178919288;9178919288;India
C8760;Kiran;Male;56;Kolkata;13/1/2023;;;;;;;UK
C8761;Priya;Male;;Chennai;;;;1;user8760@mail.com;;;USA
C8762;Priya;;;Kolkata;;;668.35;;user8761@mail.com;989159892;0989159892;Canada
C8763;Sneha;Female;;Delhi;9/9/2023;28/11/2020;;1;user8762mail.com;;;Australia
C8764;;Female;43;;;28/3/2024;;;user8763@mail.com;9931836488;9931836488;USA
C8765;Amit;Male;;Pune;;31/1/2023;;1;user8764@mail.com;993577247;0993577247;USA
;;Male;;Delhi;11/4/2024;;;4;user8765@mail.com;;;India
C8767;Amit;Male;;Pune;26/11/2023;;1622.42;;;;;Australia
;Ravi;Female;;Delhi;;;3928.38;;user8767mail.com;;;UK
;Rahul;Male;;Delhi;;19/4/2022;;;user8768@mail.com;;;Australia
C8770;Amit;;;Chennai;12/3/2023;26/3/2021;;10;user8769@mail.com;;;Canada
C8771;Simran;;;Mumbai;;;;5;user8770@mail.com;98759295;0098759295;Australia
C8772;Priya;;;Chennai;1/11/2023;;3834.16;10;;;;Canada
C8773;Ankit;Female;;Pune;23/4/2023;12/12/2020;;;;;;Canada
C8774;Ankit;Female;;Chennai;;27/1/2022;;2;;;;India
C8775;;Female;;Delhi;;;;3;;946997229;0946997229;Australia
C8776;Ankit;;;Bangalore;11/8/2024;;;1;;;;
C8777;Rahul;;38;Mumbai;;;;1;;99486719;0099486719;USA
;Simran;Female;;Mumbai;;;;10;user8777@mail.com;;;UK
C8779;Rahul;;;Ahmedabad;10/11/2020;;;10;;9518542353;9518542353;USA
C8780;Amit;;;Mumbai;23/6/2024;;;1;user8779@mail.com;;;India
C8781;Neha;;;Pune;;;;10;;;;Canada
C8782;Kiran;Female;47;Ahmedabad;17/7/2025;4/3/2021;;3;;98133847;0098133847;Australia
C8783;Neha;Male;;;2/4/2024;11/8/2025;;1;;92725332;0092725332;UK
C8784;Sneha;Male;;Mumbai;;;;10;;95488621;0095488621;India
C8785;Rahul;Female;;Pune;6/10/2022;;;1;;;;
C8786;;Female;59;;13/8/2025;;2424.92;2;;;;UK
C8787;Ankit;Female;;Pune;25/1/2024;;;1;;;;Australia
;Ravi;Male;;Hyderabad;12/12/2021;;;10;user8787@mail.com;;;India
C8789;Priya;Male;;Chennai;;24/2/2022;;10;;;;Australia
C8790;Kiran;Male;;Hyderabad;;;4471.28;1;user8789@mail.com;;;India
C8791;Ankit;Female;;Ahmedabad;;28/12/2023;;10;;;;Australia
C8792;Rahul;;67;Mumbai;;;;10;user8791@mail.com;;;UK
C8793;Kiran;Male;;Ahmedabad;;;;;;9571795773;9571795773;
C8794;Pooja;;;Chennai;15/1/2023;;;;user8793@mail.com;;;USA
C8795;Priya;Female;;Bangalore;18/11/2021;28/3/2022;2351.5;;;;;USA
C8796;Ankit;;46;Ahmedabad;13/9/2023;;;10;;;;Australia
;Ankit;Male;;;12/10/2025;6/1/2026;;4;user8796mail.com;9733392771;9733392771;
C8798;Ravi;Male;;Mumbai;;;484.18;1;user8797mail.com;;;Australia
C8799;Rahul;Male;;Kolkata;5/1/2023;;2895.3;1;;;;UK
;Priya;Female;;Mumbai;9/6/2024;27/11/2024;;1;;;;UK
;Rahul;Male;;Bangalore;;;;3;;9488999463;9488999463;Australia
C8802;Sneha;;;Delhi;11/4/2025;16/1/2025;;1;user8801@mail.com;;;India
;Sneha;;;Kolkata;;;;;user8802@mail.com;;;UK
C8804;Amit;Female;;Bangalore;;5/11/2022;;1;;93371743;0093371743;Australia
C8805;Rahul;Male;;Kolkata;;26/11/2024;;1;user8804@mail.com;;;
;Sneha;Male;;Chennai;;;1493.3;1;;9362788345;9362788345;USA
C8807;Neha;Male;64;Hyderabad;;;4832.79;10;user8806@mail.com;;;UK
C8808;Neha;Male;;Chennai;20/2/2024;24/9/2020;;2;user8807@mail.com;;;UK
;Pooja;Male;;;13/7/2021;16/3/2023;;3;user8808@mail.com;;;Canada
;;;;Kolkata;13/12/2024;;;;user8809mail.com;;;USA
C8811;Sneha;Female;;Bangalore;;28/11/2024;;3;user8810@mail.com;;;
;Ankit;Female;;Mumbai;;9/8/2021;;1;user8811@mail.com;;;Australia
;Ravi;Female;59;Hyderabad;;;;1;;;;UK
C8814;;Male;;Chennai;7/2/2025;20/5/2024;940.44;1;user8813@mail.com;;;Australia
;Ravi;Male;59;Bangalore;;16/10/2021;;1;user8814mail.com;9577846346;9577846346;Canada
;Simran;Male;;Mumbai;;18/9/2022;;1;;91945459;0091945459;India
C8817;Ankit;;;Hyderabad;;;;1;user8816@mail.com;;;USA
C8818;Ankit;Female;;Ahmedabad;;;;3;user8817@mail.com;961563665;0961563665;UK
C8819;Ravi;Male;;;15/10/2023;;;3;;;;USA
C8820;Simran;Female;;Mumbai;;;;10;user8819@mail.com;;;Canada
C8821;Amit;Male;;Bangalore;;29/10/2022;;10;;;;UK
;Rahul;Female;;Kolkata;;13/7/2022;810.82;;;;;UK
;Sneha;Male;;Pune;2/3/2022;7/12/2025;;10;user8822@mail.com;;;India
C8824;Ankit;Female;;Kolkata;;1/6/2021;;5;user8823mail.com;934667271;0934667271;USA
C8825;Pooja;;;;;;4745.6;1;;967581691;0967581691;
C8826;Neha;;;Hyderabad;3/3/2025;28/12/2020;;1;user8825mail.com;;;USA
C8827;Ankit;Male;;Hyderabad;26/12/2023;;2537.6;10;;;;Australia
C8828;Simran;;;Mumbai;4/6/2025;;;;;;;
C8829;Priya;Male;;Ahmedabad;9/1/2024;;;10;;;;Australia
;Rahul;Male;;Delhi;4/1/2022;16/10/2021;1579.71;3;;;;Australia
C8831;Rahul;;;Delhi;16/3/2022;;;10;user8830@mail.com;;;Canada
C8832;Priya;;33;Chennai;3/4/2025;;;1;;;;India
C8833;Ravi;Female;33;;;;;10;user8832mail.com;;;USA
C8834;Kiran;Male;51;Delhi;;;;3;;974446669;0974446669;India
C8835;;Male;61;Delhi;;31/8/2025;;5;user8834mail.com;;;UK
C8836;Ravi;Male;52;Chennai;;;1692.99;10;;;;USA
C8837;Sneha;Male;25;Hyderabad;26/10/2021;;;1;;;;Australia
;Sneha;Female;51;Chennai;;;;10;;961537259;0961537259;UK
;Simran;;;Kolkata;;;;1;user8838@mail.com;;;USA
;Priya;Male;;;;;;1;;966824545;0966824545;India
;Ravi;Female;25;Mumbai;8/1/2023;17/1/2026;;;;;;UK
C8842;Kiran;;;Hyderabad;11/1/2026;;;1;;;;USA
;Kiran;Female;;Kolkata;17/9/2021;;1924.65;;user8842mail.com;984964152;0984964152;India
;Rahul;Female;;Pune;;6/2/2023;4295.31;2;;;;USA
C8845;Ravi;Female;;Chennai;;11/8/2020;;10;user8844@mail.com;99555917;0099555917;Australia
C8846;Priya;;;Kolkata;;29/3/2022;4898.86;1;user8845@mail.com;;;
C8847;Sneha;Female;;Chennai;15/3/2024;;;10;user8846@mail.com;;;India
C8848;Ravi;Female;;Pune;;;;10;;9186148493;9186148493;
C8849;Ravi;;;Delhi;;2/1/2023;3916.85;;;;;UK
C8850;Amit;Male;;Mumbai;30/1/2023;9/2/2024;;4;user8849@mail.com;;;
C8851;Ankit;Female;;Mumbai;20/9/2024;;;1;user8850@mail.com;;;USA
C8852;Ravi;;;Hyderabad;;;;;;;;Canada
;;;33;Bangalore;;;3049.58;10;;;;UK
C8854;Ankit;Female;;Hyderabad;11/12/2025;;3830.13;5;user8853@mail.com;9358993567;9358993567;
;Rahul;Female;;Mumbai;1/12/2020;24/5/2024;;2;;;;India
;;Male;;Pune;26/7/2024;;1365.18;;;;;India
C8857;Priya;;;Delhi;15/4/2023;13/12/2024;;5;user8856@mail.com;;;UK
C8858;;Female;;Hyderabad;24/8/2020;;;3;user8857mail.com;;;Canada
;Amit;Male;;Hyderabad;27/4/2021;;;1;user8858@mail.com;951726746;0951726746;India
C8860;Sneha;Male;;Ahmedabad;;21/7/2021;;2;;9766634595;9766634595;Canada
C8861;Ravi;Male;;Ahmedabad;13/2/2025;;;1;;;;Canada
;Kiran;Female;;Kolkata;;;;4;user8861@mail.com;;;UK
C8863;Amit;;;Mumbai;27/12/2021;8/12/2024;4267.35;1;;;;India
;Pooja;Female;45;Ahmedabad;17/9/2024;;950.02;;user8863@mail.com;9956219176;9956219176;Australia
C8865;Neha;Female;;Ahmedabad;19/2/2023;;;10;;968538353;0968538353;USA
;Pooja;;;Delhi;;;4962.19;10;user8865mail.com;;;Canada
;;;;Pune;;;4951.92;1;;;;India
C8868;Neha;Female;;Hyderabad;1/5/2025;;;10;user8867@mail.com;;;
C8869;Rahul;Male;30;Bangalore;;;;;user8868mail.com;;;
;;Male;;Hyderabad;20/3/2023;;;4;user8869mail.com;955159223;0955159223;India
C8871;Simran;Female;22;Mumbai;;;2103.61;;user8870@mail.com;;;
C8872;;;;;14/4/2021;23/6/2022;;10;user8871@mail.com;;;USA
C8873;Amit;Female;48;Kolkata;;;1888.12;1;;;;India
C8874;Neha;Male;40;Delhi;;;;10;;;;USA
C8875;Priya;Male;;Pune;;;;;user8874@mail.com;;;India
C8876;Pooja;Male;;Delhi;12/11/2020;;;5;;;;Australia
C8877;Ravi;Male;33;;22/5/2024;;;;;933722264;0933722264;Canada
C8878;Pooja;;;Mumbai;17/11/2020;;132.39;5;user8877mail.com;;;Canada
C8879;Ankit;Female;;Mumbai;;;1557.72;;user8878mail.com;;;
C8880;Kiran;Female;28;Mumbai;;22/4/2023;;;user8879mail.com;;;UK
C8881;Rahul;Female;;Kolkata;27/1/2025;;;;user8880mail.com;;;UK
C8882;Ravi;;;Hyderabad;;13/2/2025;;10;;;;Australia
C8883;Simran;;61;Delhi;30/9/2023;;;10;;;;
C8884;;Female;;;;;;;;;;Canada
C8885;Pooja;Male;;Delhi;16/10/2023;;1536.6;2;user8884@mail.com;;;UK
;Ravi;Female;;Pune;1/12/2024;;;;user8885@mail.com;979298957;0979298957;UK
C8887;;Female;;Kolkata;10/2/2023;;;1;;;;UK
C8888;;Female;;Hyderabad;;;;2;;937715279;0937715279;Canada
C8889;Amit;Female;;Delhi;27/1/2022;;;;;;;USA
C8890;Amit;Male;20;Delhi;;;;;user8889@mail.com;;;USA
C8891;Ankit;Male;;Hyderabad;;4/7/2022;;1;;;;Australia
C8892;;Male;;Pune;;2/7/2023;;2;user8891@mail.com;;;UK
C8893;;Female;;Chennai;;;1221.32;1;;9467315498;9467315498;USA
C8894;Neha;;40;Chennai;2/12/2020;;;;user8893@mail.com;;;
C8895;Pooja;;;Bangalore;30/7/2025;;262.52;10;user8894mail.com;;;UK
C8896;Neha;Female;;Ahmedabad;6/7/2024;;;3;;;;USA
;Rahul;;;Bangalore;;29/7/2022;789.08;10;;;;India
C8898;Neha;Male;22;Pune;;;;10;user8897@mail.com;;;UK
C8899;Ravi;Female;;Mumbai;;;1142.05;10;user8898@mail.com;9894936269;9894936269;UK
C8900;Priya;Male;;Mumbai;;;;;user8899mail.com;9556817;0009556817;Canada
C8901;;Female;;Pune;20/12/2020;10/10/2021;3554.79;;user8900@mail.com;;;UK
C8902;Neha;Male;;Kolkata;5/6/2023;;2875.64;;;;;Australia
C8903;Ravi;Male;;Hyderabad;9/9/2021;;;1;;;;UK
;Simran;;;Ahmedabad;2/12/2020;;;1;user8903mail.com;;;
C8905;Ankit;Female;;Pune;28/12/2024;;;1;;;;UK
C8906;Rahul;Female;;Pune;16/9/2023;;;10;;;;India
C8907;Amit;Female;;Kolkata;14/5/2024;;;;user8906mail.com;;;
;Sneha;Male;;Mumbai;5/2/2025;23/9/2022;;1;;;;India
;Ravi;Male;18;Bangalore;13/10/2023;22/8/2024;;;user8908mail.com;;;Australia
C8910;Simran;Female;;Mumbai;;;;10;user8909@mail.com;;;India
C8911;Pooja;Female;;Ahmedabad;26/5/2023;;;2;user8910@mail.com;938756241;0938756241;UK
C8912;Rahul;Female;44;Ahmedabad;18/5/2022;;;;user8911@mail.com;;;India
C8913;Ravi;Male;27;Hyderabad;20/1/2023;;;1;user8912@mail.com;;;
C8914;Priya;Female;;Mumbai;;;;1;user8913@mail.com;;;India
C8915;Priya;;;Pune;1/6/2024;13/12/2020;3268.8;2;user8914@mail.com;;;UK
C8916;Sneha;Male;;Hyderabad;;;;1;;;;Australia
C8917;Simran;Female;;Hyderabad;;;;1;user8916@mail.com;97835947;0097835947;India
;Rahul;Female;46;Delhi;;13/4/2024;4599.33;1;;9185992669;9185992669;UK
;;Female;;Kolkata;;;4448.01;10;;;;
C8920;Priya;;;Ahmedabad;15/10/2022;;;10;;;;Australia
C8921;;Female;;Chennai;;;4702.57;;;;;USA
C8922;Rahul;;47;Mumbai;12/3/2024;11/5/2022;2655.76;5;user8921@mail.com;;;USA
C8923;Rahul;Female;69;Hyderabad;28/8/2021;2/6/2023;;;user8922@mail.com;9913228836;9913228836;USA
C8924;Pooja;Female;;Ahmedabad;2/1/2024;;4349.34;10;;9838439662;9838439662;UK
C8925;Ravi;Male;;Bangalore;25/11/2023;;;10;user8924@mail.com;;;
C8926;Kiran;Female;;Kolkata;31/5/2024;;493.78;10;;;;Canada
C8927;Pooja;Male;29;Bangalore;7/9/2021;;;10;;941995996;0941995996;Australia
C8928;Ankit;Male;;Kolkata;9/4/2022;;;;;;;
;Kiran;Female;27;Delhi;7/1/2024;17/5/2022;3050.72;10;;;;Canada
C8930;Amit;Female;;Delhi;;;;;;;;Canada
C8931;Ankit;Female;;Chennai;9/6/2024;1/6/2025;;1;user8930mail.com;964946774;0964946774;Canada
C8932;Kiran;Female;66;Ahmedabad;1/4/2022;;;5;;;;
C8933;Simran;Male;;Pune;26/2/2024;;;1;;;;USA
C8934;Kiran;;49;Ahmedabad;;;;1;user8933@mail.com;9729518867;9729518867;Australia
C8935;;Female;;Ahmedabad;;30/12/2020;;10;user8934@mail.com;;;Australia
;Priya;;;Hyderabad;;;1474.74;1;user8935mail.com;;;Canada
C8937;;;;Delhi;;8/1/2022;;1;user8936@mail.com;;;Canada
;;Male;;Mumbai;26/4/2023;;3202.05;10;;;;India
C8939;Rahul;Male;30;;;;;10;user8938@mail.com;;;Australia
;;;;Ahmedabad;14/7/2022;11/2/2023;673.99;4;user8939@mail.com;;;UK
C8941;Sneha;Male;;Hyderabad;4/8/2022;22/4/2025;;10;user8940@mail.com;;;Canada
C8942;Ankit;Male;;Ahmedabad;;29/11/2020;;2;user8941@mail.com;;;USA
C8943;Amit;Female;40;Chennai;13/11/2021;3/1/2026;;3;user8942mail.com;;;UK
C8944;Sneha;Male;22;;26/10/2021;24/6/2023;;1;user8943mail.com;;;UK
C8945;Ankit;Female;;Kolkata;;;27.27;5;user8944@mail.com;;;UK
C8946;Neha;Male;67;Kolkata;4/2/2022;;1890.05;3;user8945@mail.com;;;UK
C8947;;;;Chennai;;5/10/2023;1325.4;1;;;;USA
C8948;Kiran;Male;29;Mumbai;;;2575.33;1;;;;
;Rahul;Female;;Ahmedabad;;;;1;;9451692936;9451692936;
C8950;Kiran;Male;38;Pune;31/10/2024;;;3;user8949@mail.com;9931877958;9931877958;USA
C8951;Sneha;Female;;Ahmedabad;28/6/2021;;;1;;;;USA
C8952;Sneha;Male;;Hyderabad;15/8/2024;;;;user8951mail.com;;;Canada
C8953;;Female;;Bangalore;2/1/2023;17/5/2023;;1;;;;Australia
;Simran;;42;Pune;;;;;user8953@mail.com;;;UK
C8955;Kiran;Male;;Mumbai;;;;1;;;;Canada
;Kiran;Female;;Bangalore;26/3/2025;2/6/2022;3856.57;;user8955mail.com;;;Canada
;Ravi;Female;;Kolkata;3/9/2025;;2051.47;10;user8956@mail.com;;;India
C8958;Rahul;Female;;;;;2030.58;4;user8957@mail.com;;;Canada
C8959;Amit;Male;;Hyderabad;;;;10;;99455854;0099455854;India
;Simran;Male;;Ahmedabad;16/6/2021;23/5/2024;;10;;;;USA
C8961;Kiran;Female;;Pune;;;;4;user8960@mail.com;;;USA
C8962;Rahul;Female;;;;3/11/2025;4286.11;1;;;;India
C8963;Amit;Male;;Pune;;;4013.27;;;;;Australia
C8964;Sneha;Male;67;Hyderabad;9/8/2025;14/1/2025;;3;user8963@mail.com;9472987396;9472987396;Australia
C8965;Ankit;Male;;Kolkata;;;;2;user8964mail.com;;;Australia
;Rahul;Male;;Ahmedabad;;;4887.21;3;user8965@mail.com;9285697353;9285697353;Canada
C8967;;Female;64;;19/12/2020;;316.15;1;;;;UK
;Sneha;;45;Kolkata;;;;5;;;;UK
;Kiran;;;Ahmedabad;;14/8/2024;3184.37;;user8968@mail.com;;;Canada
C8970;Neha;Male;;Kolkata;;16/1/2024;;1;;;;
C8971;Amit;Female;;;;25/2/2025;;10;user8970@mail.com;;;Australia
C8972;Sneha;Male;62;Hyderabad;;;;;user8971mail.com;;;Australia
;Neha;Male;;Ahmedabad;;;723.99;3;;921695619;0921695619;USA
C8974;Kiran;Female;;Hyderabad;;;;1;user8973@mail.com;;;
C8975;Ankit;;;Kolkata;28/4/2021;;;10;user8974mail.com;;;Canada
C8976;Ankit;Male;38;Ahmedabad;2/2/2023;;2567.34;;;;;India
C8977;Neha;Male;46;Chennai;19/6/2023;15/7/2025;;10;;;;India
C8978;Simran;;41;Chennai;21/1/2021;;;4;user8977mail.com;;;
;Priya;Female;;Bangalore;;12/3/2025;4692.39;2;user8978mail.com;9829666829;9829666829;Canada
C8980;Ankit;Female;;Kolkata;;;;5;;94871117;0094871117;Canada
C8981;Ravi;;;Ahmedabad;;;4646.93;1;user8980mail.com;974379395;0974379395;Australia
C8982;Kiran;Female;;Hyderabad;31/10/2023;;;;;;;USA
C8983;Kiran;Female;;Delhi;;;2760.88;1;user8982mail.com;;;
C8984;Pooja;Female;;Chennai;5/12/2025;2/2/2025;;1;user8983mail.com;;;India
C8985;Neha;Female;;Hyderabad;;;2609.72;;;;;USA
;;Female;59;Mumbai;;;;;user8985@mail.com;;;Canada
C8987;Ravi;Male;;Kolkata;18/11/2024;;;4;;;;Canada
C8988;Neha;;;Delhi;;;;;user8987@mail.com;;;Canada
C8989;Simran;;;Mumbai;19/7/2021;;;10;user8988mail.com;97635376;0097635376;India
C8990;Amit;Male;;Kolkata;29/7/2024;29/12/2024;2659.94;;;;;USA
;Ravi;Female;;Mumbai;13/9/2024;2/5/2021;;10;user8990mail.com;999679282;0999679282;Canada
C8992;Priya;Male;;Ahmedabad;;;;5;;968493148;0968493148;Australia
C8993;Sneha;;;Pune;;4/9/2021;;1;;;;Canada
C8994;Pooja;Male;68;Chennai;;29/6/2025;;1;user8993@mail.com;;;USA
C8995;Kiran;;26;Chennai;;;;3;user8994mail.com;;;India
C8996;Priya;Male;69;Ahmedabad;21/8/2020;1/2/2021;;1;user8995@mail.com;;;
C8997;Pooja;Male;59;;;;4327.06;5;;;;India
;Simran;Male;;Delhi;;;;;;;;USA
C8999;Simran;;;Delhi;;;;10;user8998@mail.com;;;India
C9000;;Female;;Bangalore;;;;10;user8999mail.com;;;Canada
C9001;Pooja;Female;51;;3/12/2022;;860.13;;user9000@mail.com;;;UK
C9002;Kiran;Male;;Chennai;17/12/2023;;3952.19;;;;;Canada
;Amit;Male;;Mumbai;25/1/2026;;;5;user9002@mail.com;;;Australia
;Ravi;Female;;Hyderabad;;;;1;;;;Australia
C9005;Ankit;Female;58;Mumbai;19/12/2025;2/9/2020;;10;;;;USA
C9006;Rahul;Female;;Kolkata;;5/10/2024;790.21;2;;;;UK
C9007;Ankit;;26;Bangalore;16/8/2022;;99.58;;;;;USA
C9008;Amit;Female;44;Delhi;29/6/2022;;;1;;;;
;Priya;Male;;;;3/2/2022;;1;;;;
;Ankit;Female;;Bangalore;16/3/2022;;;5;;;;UK
;Pooja;Female;68;Mumbai;2/10/2023;;4840.99;2;user9010mail.com;;;
;;Female;34;Chennai;;;;10;user9011@mail.com;;;UK
C9013;Ankit;Female;55;Bangalore;;1/12/2022;;;user9012@mail.com;;;India
C9014;Priya;Female;;Chennai;4/1/2024;;1353.26;;user9013mail.com;;;UK
;;Female;;;;;;;user9014mail.com;;;
C9016;Neha;Female;55;Pune;;;;1;;;;USA
C9017;Ravi;;40;Ahmedabad;;;;10;user9016@mail.com;;;Canada
C9018;;;;Mumbai;13/6/2021;18/1/2025;;1;user9017mail.com;;;Canada
;Ravi;Male;;Delhi;;;;10;user9018@mail.com;;;Australia
C9020;Sneha;Male;43;Delhi;;;3935.98;;;;;
C9021;Ravi;Female;;Delhi;;;3398.23;1;;;;Canada
C9022;;Female;;Pune;;9/2/2024;3015.33;;;;;
C9023;Neha;;;Chennai;;;;4;;;;UK
C9024;Amit;Female;;Bangalore;;;;10;user9023mail.com;;;Australia
;Rahul;Male;;Pune;;;4182.77;;;;;
;Sneha;;;Delhi;;14/1/2021;;10;;;;India
;Pooja;;;Ahmedabad;7/3/2025;27/10/2021;;1;user9026mail.com;99996687;0099996687;USA
C9028;Ankit;Female;35;Chennai;;;;10;user9027@mail.com;;;Australia
C9029;Simran;;;Mumbai;27/8/2025;25/7/2023;;;user9028mail.com;915658889;0915658889;India
C9030;Pooja;Male;45;Hyderabad;29/1/2023;19/10/2024;3032.27;1;;;;Canada
C9031;Neha;Male;;Chennai;25/7/2023;;;10;;;;USA
C9032;Sneha;Male;;Hyderabad;;;4355.25;;;;;India
C9033;Ankit;;;Kolkata;;17/12/2022;;3;user9032mail.com;;;India
C9034;Neha;;;;23/4/2022;;4232.87;;;9253418566;9253418566;USA
C9035;Rahul;Male;;Ahmedabad;2/2/2023;1/11/2024;2417.75;10;;;;USA
C9036;Simran;Female;;Ahmedabad;;11/5/2024;;1;user9035@mail.com;;;Australia
C9037;Ankit;;;Bangalore;4/3/2022;1/8/2024;;3;user9036@mail.com;;;UK
;Priya;;36;Ahmedabad;;10/2/2021;;2;;;;Australia
C9039;Ravi;Female;;Hyderabad;13/5/2024;;4134.87;1;;;;USA
C9040;;Female;;;18/2/2025;;;4;user9039mail.com;;;India
C9041;;Male;;;;;;10;;;;UK
C9042;Kiran;;;Chennai;18/6/2023;16/2/2023;;10;;;;USA
C9043;Sneha;;;Ahmedabad;;;4450.1;;;;;USA
C9044;;Male;;;24/2/2025;19/3/2025;2741.61;10;user9043mail.com;;;Australia
C9045;Rahul;Male;;Pune;24/3/2025;27/12/2025;;1;user9044@mail.com;;;Canada
;;Male;;Pune;8/10/2021;;;2;user9045mail.com;;;USA
C9047;Ravi;Male;;Bangalore;;11/4/2021;4227.84;10;user9046@mail.com;;;
C9048;Priya;Female;;Hyderabad;27/11/2022;;;10;user9047mail.com;934967972;0934967972;Australia
;Ankit;;54;Kolkata;;29/8/2025;;5;user9048@mail.com;;;UK
C9050;;;67;Chennai;20/9/2021;;;10;user9049mail.com;;;India
C9051;;Male;;Bangalore;;;1381.64;1;;;;India
;Kiran;Female;60;;26/1/2025;10/5/2025;;4;user9051mail.com;;;UK
C9053;Neha;Male;;Chennai;;11/11/2023;;2;;9379351792;9379351792;Canada
C9054;;Female;;Mumbai;;8/4/2025;;;user9053mail.com;;;Australia
C9055;Kiran;Female;;Ahmedabad;29/12/2024;;;10;user9054mail.com;;;USA
;Pooja;Male;;Hyderabad;;;;;user9055@mail.com;;;India
C9057;Simran;Female;25;Chennai;;;1378.1;1;user9056mail.com;;;India
C9058;;;;Pune;25/1/2026;;;4;user9057mail.com;;;Canada
C9059;Neha;;;Hyderabad;18/3/2023;;;1;;9889223165;9889223165;USA
C9060;Sneha;;;Hyderabad;;;837.52;10;;968267262;0968267262;USA
;;;;;;;;1;;;;India
C9062;Kiran;Female;25;Mumbai;;;1843.11;1;user9061mail.com;;;Australia
C9063;Priya;Male;;Hyderabad;;31/5/2024;;10;;9536957951;9536957951;Australia
C9064;Amit;Female;67;;;;4188.09;1;user9063mail.com;;;USA
C9065;Neha;Male;;Ahmedabad;;;;1;user9064@mail.com;972279563;0972279563;UK
C9066;Amit;;;Mumbai;7/1/2023;;;1;user9065mail.com;;;
C9067;Sneha;Male;;Delhi;11/6/2023;;1804.54;10;;9617658368;9617658368;India
;;Female;22;Kolkata;9/6/2025;18/1/2025;;4;;;;Australia
C9069;Simran;Male;;Chennai;27/2/2021;;;10;user9068@mail.com;968423146;0968423146;Australia
C9070;Amit;;;Pune;23/6/2025;26/8/2022;;10;;;;Canada
C9071;Priya;Female;;Kolkata;;;;10;;;;Australia
C9072;Rahul;Male;28;Ahmedabad;;;;10;;92944532;0092944532;
C9073;Amit;Male;42;Chennai;;;;1;user9072@mail.com;;;India
C9074;Ankit;Female;;Kolkata;6/11/2022;;;3;user9073@mail.com;95829216;0095829216;UK
C9075;Priya;Male;;;;19/9/2023;2808.85;10;user9074mail.com;;;UK
C9076;Rahul;Female;;Ahmedabad;;;;2;user9075mail.com;914463321;0914463321;India
C9077;Ankit;;;Bangalore;;;4495.02;1;user9076@mail.com;;;UK
C9078;;;;Bangalore;21/8/2024;;;;user9077@mail.com;;;India
C9079;Ankit;;;Ahmedabad;12/7/2025;4/3/2024;3008.41;10;;9677172611;9677172611;UK
;Kiran;Male;;Pune;17/1/2024;5/9/2020;;1;;;;UK
